school,gender,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Salc,subject,G3_d
MS,F,16,U,LE3,T,higher education,higher education,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,Very High,Very Low,Medium,Very Low,Low,Very High,1,11,11,11,Very Low,port,D
MS,M,17,U,GT3,T,secondary education,secondary education,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,High,Very Low,High,Very High,Very High,Medium,8,7,10,9,Extremely High,port,F
MS,M,17,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,Very High,Very Low,Medium,Medium,Medium,Very Low,0,10,10,10,Medium,port,D
MS,M,16,U,GT3,T,5th to 9th grade,primary education (4th grade),health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,High,Low,Low,Very Low,High,Very High,2,9,7,8,Medium Low,port,F
MS,F,16,U,LE3,T,5th to 9th grade,primary education (4th grade),other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,Medium,Low,Low,Very Low,Very Low,Medium,0,14,15,16,Extremely Low,port,A
MS,M,16,U,LE3,T,higher education,higher education,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,High,Very Low,Low,Low,Very High,Very High,0,11,12,12,Medium High,port,C
MS,M,15,R,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,Very High,Very High,Very High,Very Low,Medium,Very High,11,9,11,10,Low,port,D
MS,M,15,U,LE3,A,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,Very High,High,Very High,Low,Medium,Very High,8,13,14,14,Medium Low,port,B
MS,M,15,U,LE3,A,5th to 9th grade,primary education (4th grade),services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,High,Medium,Medium,Very Low,Low,Very High,11,12,13,12,Very Low,port,C
MS,F,16,R,LE3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,High,Medium,Medium,Low,Low,Very High,2,11,11,11,Low,port,D
MS,F,16,U,LE3,T,higher education,primary education (4th grade),other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,Very Low,Low,High,Low,Low,Very Low,8,9,10,10,Low,port,D
MS,F,17,U,GT3,T,secondary education,5th to 9th grade,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,High,Medium,Medium,Low,Low,Very Low,5,9,11,11,Low,port,D
MS,F,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,Very High,Very Low,Medium,Very Low,Very Low,Very High,0,11,9,11,Extremely Low,port,D
MS,F,16,U,GT3,T,higher education,higher education,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,Very High,Medium,Very High,Very Low,High,Very High,1,10,11,12,Medium Low,port,C
MS,M,17,R,GT3,T,higher education,higher education,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,Medium,Medium,Medium,Very Low,Medium,Very High,2,9,9,8,Low,port,F
MS,M,17,R,LE3,T,primary education (4th grade),secondary education,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,Very High,Very Low,Low,Medium,Medium,Very High,2,12,11,12,Medium,port,C
MS,M,17,U,GT3,T,secondary education,higher education,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,Very High,High,High,Medium,High,Very High,8,8,9,8,Medium High,port,F
MS,F,17,U,GT3,T,higher education,higher education,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,Very High,Low,Very High,Very Low,Very Low,Very High,0,13,15,16,Extremely Low,port,A
MS,M,16,R,LE3,T,higher education,primary education (4th grade),other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,High,Very Low,Low,Low,Very Low,Low,0,10,11,11,Very Low,port,D
MS,F,17,U,GT3,A,primary education (4th grade),primary education (4th grade),at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,High,Very High,Very High,Very Low,Low,Medium,2,11,10,11,Very Low,port,D
MS,F,17,R,GT3,T,higher education,5th to 9th grade,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,High,Medium,Medium,Low,Medium,Very High,0,17,18,18,Medium Low,port,A
MS,M,16,U,LE3,A,5th to 9th grade,5th to 9th grade,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,High,Very Low,Low,Low,Low,Very High,0,12,13,13,Low,port,C
MS,M,17,U,GT3,T,secondary education,5th to 9th grade,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,High,Very Low,Low,Low,Low,Very Low,0,13,14,13,Low,port,C
MS,M,19,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,High,High,Medium,Medium,High,High,2,9,9,10,Medium High,port,D
MS,M,17,U,LE3,A,primary education (4th grade),none,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,High,Very Low,Low,Very Low,Very Low,Very High,4,11,11,12,Extremely Low,port,C
MS,F,17,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,Medium,Very High,Very High,Low,Low,High,3,10,11,10,Low,port,D
MS,F,16,R,GT3,T,primary education (4th grade),5th to 9th grade,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,High,Medium,High,Very Low,Very Low,Medium,5,13,14,13,Extremely Low,port,C
MS,M,16,R,LE3,T,primary education (4th grade),5th to 9th grade,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,High,High,High,Low,High,Very High,4,9,10,11,Medium,port,D
MS,F,17,R,GT3,T,secondary education,primary education (4th grade),other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,Very High,High,High,Very Low,Very Low,Very High,2,7,9,10,Extremely Low,port,D
MS,M,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,Very High,Very High,Very High,Medium,Very High,Very High,0,8,13,10,High,port,D
MS,M,18,R,GT3,T,primary education (4th grade),none,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,High,Medium,Low,Very Low,Very Low,High,0,12,12,13,Extremely Low,port,C
MS,M,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,High,Very High,Very High,Very Low,Medium,Low,0,10,9,10,Low,port,D
MS,M,18,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,High,Medium,Medium,Very Low,High,Very High,6,10,9,10,Medium Low,port,D
MS,F,16,R,LE3,T,5th to 9th grade,5th to 9th grade,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,Very High,High,Medium,Very Low,Very Low,Very Low,0,11,13,12,Extremely Low,port,C
MS,M,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,Very Low,Low,Very Low,Low,Medium,Very High,0,7,0,0,Medium Low,port,F
MS,M,16,R,GT3,T,secondary education,5th to 9th grade,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,High,Very High,Very High,Low,Medium,Very High,2,11,9,10,Medium Low,port,D
MS,M,16,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,High,Very High,Very High,Low,High,Very High,0,10,10,9,Medium,port,F
MS,M,18,R,GT3,T,primary education (4th grade),primary education (4th grade),services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,Very High,Medium,Medium,Low,Medium,Very High,2,9,7,9,Medium Low,port,F
MS,M,18,R,GT3,T,secondary education,5th to 9th grade,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,Low,Medium,Very Low,Low,Low,Very High,0,4,0,0,Low,port,F
MS,M,19,U,GT3,T,secondary education,5th to 9th grade,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,Medium,Low,Very Low,Very Low,Very Low,Medium,4,6,11,9,Extremely Low,port,F
MS,M,18,U,GT3,T,secondary education,secondary education,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,High,High,Very High,Very Low,Medium,Medium,9,4,8,8,Low,port,F
MS,M,16,R,GT3,T,5th to 9th grade,5th to 9th grade,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,Very High,High,Medium,Low,High,High,6,7,8,8,Medium,port,F
MS,M,19,U,GT3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,High,High,Medium,Very Low,Medium,Very High,4,8,9,9,Low,port,F
MS,F,16,U,GT3,A,secondary education,5th to 9th grade,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,Low,Very High,Very High,Very Low,Very Low,Very Low,8,5,5,7,Extremely Low,port,F
MS,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,High,Medium,Low,Very Low,Low,Very High,9,7,9,10,Very Low,port,D
MS,M,20,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,High,High,Medium,Low,High,High,12,8,11,10,Medium,port,D
MS,F,18,R,GT3,A,higher education,secondary education,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,Very High,High,High,Medium,High,Low,8,10,11,10,Medium High,port,D
MS,M,18,R,GT3,T,secondary education,5th to 9th grade,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,Low,Very High,Very High,Very High,Very High,Very High,8,9,10,11,Extremely High,port,D
MS,M,19,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,Very High,High,High,Medium,Medium,Low,8,10,9,11,Medium,port,D
MS,M,17,U,GT3,T,secondary education,secondary education,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,High,Very High,High,Low,Medium,Medium,4,8,9,10,Medium Low,port,D
MS,M,18,U,LE3,T,primary education (4th grade),secondary education,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,High,Medium,Medium,Low,Medium,Medium,0,9,10,9,Medium Low,port,F
MS,M,19,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,High,High,High,Medium,Medium,Very High,4,8,9,10,Medium,port,D
MS,F,18,U,GT3,A,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,High,Medium,Medium,Very Low,Very Low,Very High,2,6,8,8,Extremely Low,port,F
MS,F,19,U,LE3,A,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,Very Low,High,High,Very Low,Very Low,Very High,0,6,8,7,Extremely Low,port,F
MS,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,Very High,Very High,Very High,Very Low,Very Low,Medium,0,8,6,0,Extremely Low,port,F
MS,F,17,R,GT3,T,none,none,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,High,High,Medium,Very Low,Very Low,Very High,0,10,11,11,Extremely Low,port,D
MS,F,17,R,LE3,A,secondary education,primary education (4th grade),other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,High,Low,Medium,Low,Low,Medium,5,8,7,8,Low,port,F
MS,F,17,U,GT3,T,higher education,5th to 9th grade,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,Very High,Very High,Very High,Very Low,Medium,Very High,0,8,8,0,Low,port,F
MS,F,18,R,LE3,T,5th to 9th grade,5th to 9th grade,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,Low,Medium,Medium,Very Low,Low,High,3,7,6,8,Very Low,port,F
MS,F,17,U,GT3,T,higher education,primary education (4th grade),health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,Medium,Low,Low,Very Low,Very Low,Very High,0,8,10,9,Extremely Low,port,F
MS,F,17,U,LE3,T,primary education (4th grade),5th to 9th grade,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,Very High,Very High,Very Low,Very Low,Very Low,Medium,0,7,10,10,Extremely Low,port,D
MS,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,Medium,High,High,Low,Low,Very High,3,7,8,7,Low,port,F
MS,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,High,Medium,Very High,Very Low,Very Low,Very Low,2,12,13,14,Extremely Low,port,B
MS,F,17,U,GT3,T,secondary education,secondary education,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,High,High,Medium,Very Low,Very Low,High,0,11,12,13,Extremely Low,port,C
MS,F,18,U,LE3,A,primary education (4th grade),5th to 9th grade,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,High,High,Medium,Very Low,Low,High,0,12,13,14,Very Low,port,B
MS,F,18,U,GT3,T,higher education,higher education,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,High,Medium,Very High,Very Low,Low,Very Low,0,18,18,18,Very Low,port,A
MS,M,18,U,LE3,T,higher education,higher education,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,Very High,High,Very High,Very Low,Very Low,Very High,3,17,17,17,Extremely Low,port,A
MS,F,17,U,GT3,T,higher education,5th to 9th grade,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Low,High,0,17,18,18,Very Low,port,A
MS,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,yes,no,yes,High,Medium,Medium,Very Low,Very Low,High,0,9,0,0,Extremely Low,port,F
MS,M,18,U,LE3,T,primary education (4th grade),5th to 9th grade,at_home,services,home,mother,2,1,0,no,yes,no,no,no,yes,no,no,High,Very Low,High,Very High,Very High,Very Low,8,10,11,11,Extremely High,port,D
MS,M,18,R,GT3,T,higher education,higher education,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,Low,Very High,Very High,Very Low,Very Low,Very Low,5,12,13,14,Extremely Low,port,B
MS,M,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,High,Low,Medium,Medium,High,High,4,12,13,14,Medium High,port,B
MS,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,Very Low,Medium,Very Low,Very Low,Very Low,Low,4,8,8,10,Extremely Low,port,D
MS,F,18,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,Very High,High,Very High,Very Low,High,Medium,0,11,12,13,Medium Low,port,C
MS,F,18,R,LE3,A,higher education,5th to 9th grade,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,Very High,Medium,Very Low,Very Low,Very Low,Very High,0,5,0,0,Extremely Low,port,F
MS,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,High,High,Low,Very Low,Low,Low,2,9,10,10,Very Low,port,D
MS,F,19,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,other,father,2,1,1,no,no,no,no,yes,no,no,no,Very High,Very High,Very High,Low,Medium,Low,0,5,0,0,Medium Low,port,F
MS,F,17,U,GT3,T,higher education,5th to 9th grade,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,yes,High,Low,Medium,Medium,Very Low,Very High,0,18,18,18,Low,port,A
MS,F,17,R,LE3,A,5th to 9th grade,primary education (4th grade),services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,Very High,Medium,Medium,Very Low,Low,Low,5,11,11,12,Very Low,port,C
MS,F,18,U,LE3,A,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,Very High,Low,Medium,Very Low,Low,Medium,2,8,10,11,Very Low,port,D
MS,F,18,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,High,Very Low,Very Low,Very Low,Very Low,High,0,11,11,12,Extremely Low,port,C
MS,F,19,R,GT3,A,primary education (4th grade),primary education (4th grade),at_home,at_home,course,other,2,2,3,no,yes,no,yes,yes,no,no,yes,Medium,Very High,High,Very Low,High,Very Low,0,8,0,0,Medium Low,port,F
MS,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,High,Low,Very Low,Very Low,Very Low,High,5,14,14,15,Extremely Low,port,B
MS,M,17,R,GT3,T,higher education,secondary education,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,High,Very High,Very High,Very Low,Medium,Low,4,10,11,11,Low,port,D
MS,F,18,U,GT3,T,secondary education,secondary education,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,Very High,Medium,High,Very Low,Very Low,Very High,0,10,10,10,Extremely Low,port,D
MS,F,17,R,GT3,T,higher education,higher education,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,High,Medium,Medium,Very Low,Low,Very High,2,12,12,12,Very Low,port,C
MS,F,17,U,LE3,A,secondary education,5th to 9th grade,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,Very Low,Low,Medium,Very Low,Low,Very High,0,15,14,15,Very Low,port,B
MS,M,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,Medium,Medium,Low,Very Low,Low,Medium,2,14,13,14,Very Low,port,B
MS,F,18,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,Very High,Medium,Low,Very Low,Very Low,High,0,19,17,18,Extremely Low,port,A
MS,F,18,R,LE3,A,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,High,Medium,High,Very Low,High,Very High,0,16,15,15,Medium Low,port,B
MS,F,18,U,GT3,T,secondary education,secondary education,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,High,Medium,Low,Very Low,Medium,Medium,6,13,12,13,Low,port,C
MS,F,17,U,LE3,T,higher education,higher education,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,Low,Medium,High,Very Low,Very Low,Very Low,4,15,14,15,Extremely Low,port,B
MS,F,17,R,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,Medium,Low,Low,Very Low,Low,Medium,0,13,13,13,Very Low,port,C
MS,M,18,R,GT3,T,primary education (4th grade),secondary education,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,Medium,Medium,High,Low,High,Medium,0,8,10,9,Medium,port,F
MS,M,18,U,LE3,T,higher education,higher education,teacher,services,other,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,High,Low,Low,Low,Low,Very High,0,15,16,16,Low,port,A
MS,F,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,Very High,Low,Very Low,Very Low,Low,Very Low,0,8,8,9,Very Low,port,F
MS,F,18,U,GT3,T,5th to 9th grade,secondary education,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,Very High,Low,Medium,Very Low,Low,High,0,10,10,10,Very Low,port,D
MS,F,18,R,GT3,T,higher education,higher education,other,teacher,other,father,3,2,0,no,yes,no,no,no,yes,yes,yes,Medium,Low,Low,High,Low,Very High,0,7,5,0,Medium,port,F
MS,M,18,R,LE3,T,primary education (4th grade),5th to 9th grade,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,High,Medium,Medium,Low,Medium,Medium,3,9,10,10,Medium Low,port,D
MS,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,Medium,High,Medium,Very Low,Very Low,Medium,8,10,11,12,Extremely Low,port,C
MS,F,17,R,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,Medium,Very High,Very High,Very Low,Medium,Very Low,4,7,8,9,Low,port,F
MS,F,18,R,LE3,T,higher education,higher education,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,Very High,High,High,Very Low,Very Low,Very Low,0,15,17,17,Extremely Low,port,A
MS,F,18,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,High,Medium,Low,Very Low,Low,High,4,10,11,12,Very Low,port,C
MS,F,19,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,High,Medium,Medium,Very Low,Very Low,Medium,4,7,8,9,Extremely Low,port,F
